Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
648,3301,3,2017-02-06,2017-02-23
665,680,3,2017-01-02,2017-01-17
677,695,3,2017-01-02,2017-01-17
706,762,6,2017-01-02,2017-01-17
706,1053,4,2017-01-04,2017-01-17
707,773,5,2017-01-02,2017-01-12
712,1053,3,2017-01-04,2017-01-12
716,724,9,2017-01-02,2017-01-31
716,758,5,2017-01-02,2017-01-12
716,773,5,2017-01-02,2017-01-12
718,787,3,2017-01-02,2017-01-08
721,811,3,2017-02-17,2017-02-27
723,736,3,2017-01-02,2017-01-08
726,740,5,2017-01-02,2017-01-12
730,1095,4,2017-01-04,2017-01-17
734,792,5,2017-01-02,2017-01-12
737,773,5,2017-01-02,2017-01-12
739,752,8,2017-01-02,2017-01-29
740,2186,3,2017-01-23,2017-01-31
746,1001,7,2017-01-04,2017-01-31
749,806,3,2017-02-17,2017-02-23
751,2178,3,2017-01-23,2017-01-31
772,1026,3,2017-01-04,2017-01-12
775,790,3,2017-01-02,2017-01-08
778,3752,3,2017-02-17,2017-02-27
778,5145,3,2017-02-17,2017-02-27
801,891,3,2017-01-02,2017-01-27
805,806,3,2017-01-02,2017-01-27
819,3775,3,2017-01-27,2017-02-19
847,3401,3,2017-02-17,2017-02-23
851,865,3,2017-01-02,2017-01-27
852,3709,3,2017-01-27,2017-02-19
905,1354,3,2017-01-25,2017-02-20
915,979,3,2017-01-02,2017-02-04
915,1337,6,2017-01-25,2017-03-01
915,4364,4,2017-02-07,2017-03-01
933,2717,3,2017-02-04,2017-02-10
933,2776,3,2017-02-04,2017-02-10
945,1315,5,2017-01-25,2017-02-25
946,3578,3,2017-02-13,2017-02-21
950,952,3,2017-01-02,2017-02-15
960,1376,4,2017-01-24,2017-02-25
961,2789,3,2017-02-04,2017-02-10
962,1377,5,2017-01-25,2017-02-25
1022,1094,3,2017-01-02,2017-01-22
1023,1026,5,2017-01-02,2017-01-12
1025,1053,5,2017-01-02,2017-01-12
1028,3509,3,2017-02-15,2017-02-26
1035,1072,5,2017-01-02,2017-01-12
1038,1095,5,2017-01-02,2017-01-12
1053,3411,3,2017-01-17,2017-01-29
1074,1323,3,2017-02-04,2017-02-10
1082,4010,3,2017-02-20,2017-02-25
1082,4032,3,2017-02-20,2017-02-25
1096,1233,3,2017-01-04,2017-02-26
1101,1195,3,2017-01-03,2017-02-15
1237,1270,3,2017-01-03,2017-01-10
1250,1279,3,2017-01-03,2017-01-10
1288,2857,3,2017-01-22,2017-02-04
1298,2245,3,2017-02-10,2017-02-17
1305,1353,3,2017-01-03,2017-02-15
1313,1358,5,2017-01-03,2017-02-23
1321,2222,4,2017-02-13,2017-02-23
1321,2407,4,2017-02-13,2017-02-23
1322,1394,5,2017-01-03,2017-02-10
1322,1432,3,2017-02-04,2017-02-10
1337,2783,5,2017-02-04,2017-03-01
1358,3589,3,2017-02-13,2017-02-21
1367,4069,3,2017-02-07,2017-02-26
1394,2867,3,2017-02-04,2017-02-10
1398,2407,3,2017-02-13,2017-02-21
1405,1828,3,2017-01-20,2017-02-27
1427,2709,3,2017-01-20,2017-02-27
1450,1453,3,2017-01-04,2017-02-18
1459,1488,3,2017-01-04,2017-01-20
1464,4013,4,2017-02-07,2017-03-01
1465,2783,4,2017-02-02,2017-02-10
1503,1569,5,2017-01-07,2017-02-03
1533,1543,3,2017-01-07,2017-02-23
1598,3524,3,2017-02-10,2017-02-28
1598,4418,3,2017-02-10,2017-02-28
1603,3137,3,2017-02-01,2017-02-28
1692,2510,3,2017-01-24,2017-02-03
1808,1821,3,2017-01-08,2017-02-07
1822,1894,3,2017-01-08,2017-02-18
1827,1893,4,2017-01-08,2017-02-13
1828,4674,3,2017-02-07,2017-02-28
1842,4674,3,2017-02-07,2017-02-28
1901,1938,3,2017-01-08,2017-01-14
1906,1992,3,2017-01-08,2017-01-14
1910,1917,3,2017-01-08,2017-01-14
1913,1958,3,2017-01-08,2017-01-14
1914,1933,3,2017-01-08,2017-01-14
1914,1976,4,2017-01-08,2017-02-06
1917,1933,4,2017-01-08,2017-02-13
1917,1940,3,2017-01-08,2017-01-14
1927,1992,3,2017-01-08,2017-01-14
1935,1970,3,2017-01-08,2017-01-14
1938,1981,3,2017-01-08,2017-01-14
1945,1992,3,2017-01-08,2017-01-14
1949,1991,3,2017-01-08,2017-01-14
1955,1966,3,2017-01-08,2017-01-14
1965,1996,3,2017-01-08,2017-01-14
1992,3119,3,2017-02-06,2017-02-26
2108,2133,3,2017-01-09,2017-01-25
2110,2173,4,2017-01-09,2017-01-17
2115,2129,4,2017-01-09,2017-01-17
2116,2173,4,2017-01-09,2017-01-17
2126,2158,4,2017-01-09,2017-01-17
2154,2173,4,2017-01-09,2017-01-17
2158,2181,4,2017-01-09,2017-01-17
2158,3118,3,2017-01-15,2017-03-01
2173,2179,4,2017-01-09,2017-01-17
2183,3421,3,2017-01-23,2017-01-31
2211,2218,3,2017-01-09,2017-01-22
2212,2284,6,2017-01-09,2017-02-21
2212,2325,3,2017-02-13,2017-02-21
2219,2244,3,2017-01-09,2017-01-22
2219,2289,3,2017-01-09,2017-01-22
2224,2245,3,2017-01-09,2017-01-22
2227,2256,3,2017-01-09,2017-01-22
2228,2299,3,2017-01-09,2017-01-22
2229,2237,3,2017-01-09,2017-01-22
2232,2251,3,2017-01-09,2017-01-22
2233,2259,3,2017-01-09,2017-01-22
2233,2699,3,2017-02-10,2017-02-17
2233,3582,3,2017-01-22,2017-02-11
2234,2277,3,2017-01-09,2017-01-22
2236,2965,4,2017-02-13,2017-02-26
2236,3577,4,2017-01-28,2017-02-21
2248,4460,3,2017-02-10,2017-02-26
2251,2253,3,2017-01-09,2017-01-22
2256,2257,3,2017-01-09,2017-01-22
2269,2299,3,2017-01-09,2017-01-22
2272,2295,3,2017-01-09,2017-01-28
2273,3567,3,2017-01-28,2017-02-15
2279,2296,3,2017-01-09,2017-01-28
2279,3620,3,2017-02-13,2017-02-21
2291,2300,4,2017-01-09,2017-02-13
2295,3679,4,2017-02-13,2017-02-26
2391,2803,3,2017-01-22,2017-01-30
2407,3502,3,2017-02-13,2017-02-21
2415,2481,3,2017-01-09,2017-02-06
2426,2434,3,2017-01-09,2017-02-06
2436,2492,4,2017-01-09,2017-02-13
2438,2458,3,2017-01-09,2017-01-29
2458,3554,3,2017-02-13,2017-02-21
2463,2470,3,2017-01-09,2017-02-06
2498,3603,4,2017-01-29,2017-02-21
2504,2570,3,2017-01-10,2017-02-28
2509,4607,4,2017-02-04,2017-02-28
2509,4690,4,2017-02-04,2017-02-28
2521,2547,3,2017-01-10,2017-01-24
2522,2545,5,2017-01-10,2017-02-03
2522,2567,5,2017-01-10,2017-02-03
2531,2592,3,2017-01-10,2017-02-17
2534,2551,4,2017-01-10,2017-01-31
2555,2580,3,2017-01-10,2017-02-17
2586,2595,3,2017-01-10,2017-01-24
2637,2663,3,2017-01-10,2017-02-23
2673,2679,3,2017-01-10,2017-01-25
2685,2698,3,2017-01-10,2017-01-25
2731,2794,3,2017-01-10,2017-01-20
2769,2972,4,2017-02-04,2017-02-25
2801,3865,3,2017-02-02,2017-02-18
2802,4071,3,2017-02-20,2017-02-25
2833,2862,3,2017-01-10,2017-01-24
2928,3635,4,2017-02-13,2017-02-23
2932,2935,4,2017-01-10,2017-02-21
2963,3502,3,2017-02-13,2017-02-21
3015,3039,3,2017-01-10,2017-01-22
3019,3075,3,2017-01-10,2017-01-22
3065,3093,3,2017-01-10,2017-01-22
3101,3123,3,2017-01-11,2017-01-17
3107,3117,3,2017-01-11,2017-01-17
3135,3164,3,2017-01-11,2017-01-17
3204,3209,4,2017-01-11,2017-02-23
3204,3311,3,2017-02-06,2017-02-23
3209,3271,3,2017-01-11,2017-02-19
3301,3384,3,2017-01-13,2017-02-06
3310,3333,3,2017-01-13,2017-02-13
3411,3444,4,2017-01-13,2017-01-29
3447,3475,4,2017-01-13,2017-01-29
3482,5138,3,2017-02-17,2017-02-27
3537,3624,3,2017-02-13,2017-02-21
3548,4499,3,2017-02-10,2017-02-17
3571,3639,4,2017-02-13,2017-02-23
3614,3622,3,2017-01-15,2017-02-27
3715,3770,3,2017-01-19,2017-02-16
3716,5148,3,2017-02-17,2017-02-27
3725,3769,3,2017-01-19,2017-02-16
3742,3776,3,2017-01-19,2017-02-16
3802,3883,3,2017-01-19,2017-02-15
3828,3858,3,2017-01-19,2017-02-14
3839,3867,4,2017-01-19,2017-02-18
3867,4575,3,2017-02-02,2017-02-18
4021,4033,3,2017-01-20,2017-01-29
4024,4084,3,2017-01-20,2017-02-20
4026,4093,3,2017-01-20,2017-01-29
4029,4339,3,2017-01-31,2017-02-10
4030,4040,3,2017-01-20,2017-02-20
4060,4399,3,2017-01-31,2017-02-10
4093,4098,3,2017-01-20,2017-01-29
4143,4199,3,2017-01-20,2017-02-10
4270,4291,3,2017-01-22,2017-02-24
4271,4284,3,2017-01-22,2017-02-24
4311,4368,3,2017-01-24,2017-01-29
4313,4375,3,2017-01-24,2017-01-29
4320,4349,3,2017-01-24,2017-02-20
4335,4365,3,2017-01-24,2017-01-29
4335,4381,3,2017-01-24,2017-01-29
4348,4356,3,2017-01-24,2017-01-29
4349,4377,3,2017-01-24,2017-02-20
4369,4374,3,2017-01-24,2017-01-29
4370,4375,3,2017-01-24,2017-01-29
4405,4409,4,2017-01-29,2017-02-17
4452,4496,4,2017-01-29,2017-02-17
4504,4511,3,2017-01-29,2017-02-15
4607,4656,5,2017-02-02,2017-02-28
4617,4628,4,2017-02-02,2017-02-27
4643,4671,3,2017-02-02,2017-02-07
4946,4969,3,2017-02-09,2017-02-28
4979,4990,3,2017-02-09,2017-02-28
5026,5086,3,2017-02-12,2017-02-24
5066,5067,3,2017-02-12,2017-02-24
5119,5161,4,2017-02-12,2017-03-01
5126,5198,4,2017-02-12,2017-02-23
5170,5182,4,2017-02-12,2017-02-23
5315,5356,3,2017-02-13,2017-02-18
5343,5376,3,2017-02-13,2017-02-27
5367,5370,3,2017-02-13,2017-02-18
5406,5467,3,2017-02-17,2017-03-01
5416,5496,3,2017-02-17,2017-03-01
5431,5477,3,2017-02-17,2017-03-01
5438,5500,3,2017-02-17,2017-03-01
147,2323,3,2017-01-10,2017-02-27
212,273,3,2017-01-01,2017-01-17
212,3146,3,2017-01-13,2017-01-24
215,269,3,2017-01-01,2017-01-17
218,221,5,2017-01-01,2017-01-31
221,3471,3,2017-01-23,2017-01-31
232,3104,3,2017-01-13,2017-01-21
232,3109,3,2017-01-13,2017-01-21
234,255,3,2017-01-01,2017-01-17
247,2197,4,2017-01-20,2017-01-31
263,760,3,2017-01-23,2017-01-31
266,3913,4,2017-01-26,2017-02-11
271,3171,3,2017-01-13,2017-01-21
273,275,3,2017-01-01,2017-01-17
289,3440,3,2017-01-23,2017-01-31
289,3461,3,2017-01-23,2017-01-31
299,688,3,2017-01-13,2017-01-24
301,336,3,2017-01-01,2017-01-13
309,726,3,2017-01-04,2017-01-12
313,1023,4,2017-01-03,2017-01-12
323,361,3,2017-01-01,2017-01-08
324,778,3,2017-01-04,2017-01-12
324,1044,4,2017-01-03,2017-01-12
326,383,3,2017-01-01,2017-01-08
328,1073,4,2017-01-03,2017-01-12
330,706,3,2017-01-04,2017-01-12
331,440,6,2017-01-24,2017-02-17
339,361,3,2017-01-01,2017-01-08
340,1238,3,2017-01-05,2017-01-25
355,792,4,2017-01-04,2017-01-17
364,762,4,2017-01-04,2017-01-17
364,768,4,2017-01-04,2017-01-17
364,1051,4,2017-01-03,2017-01-12
376,730,3,2017-01-04,2017-01-12
376,793,3,2017-01-04,2017-01-12
381,739,3,2017-01-04,2017-01-12
382,704,3,2017-01-04,2017-01-12
392,705,3,2017-01-04,2017-01-12
392,721,3,2017-01-04,2017-01-12
398,1074,3,2017-01-04,2017-01-22
407,1314,5,2017-02-04,2017-03-01
431,2809,3,2017-01-22,2017-01-30
438,2594,3,2017-01-21,2017-02-26
453,2689,3,2017-01-25,2017-02-10
467,2511,3,2017-01-21,2017-02-04
522,578,4,2017-01-02,2017-02-15
536,537,3,2017-01-02,2017-01-20
536,585,3,2017-01-02,2017-01-20
544,568,3,2017-01-02,2017-01-20
557,578,3,2017-01-02,2017-01-20
568,592,3,2017-01-02,2017-01-20
584,1157,3,2017-01-20,2017-02-10
602,673,4,2017-01-02,2017-01-29
603,2197,4,2017-01-20,2017-01-31
610,3199,3,2017-01-13,2017-01-24
615,677,3,2017-01-02,2017-01-17
618,694,4,2017-01-02,2017-02-06
641,3439,4,2017-01-23,2017-02-23
645,3104,4,2017-01-13,2017-02-17
677,3132,3,2017-01-13,2017-01-21
682,1682,3,2017-01-21,2017-01-30
687,699,4,2017-01-02,2017-02-10
692,1406,3,2017-02-02,2017-02-20
703,1053,3,2017-01-04,2017-01-12
705,751,5,2017-01-02,2017-01-12
705,1035,3,2017-01-04,2017-01-12
721,749,6,2017-01-02,2017-02-17
723,787,3,2017-01-02,2017-01-08
724,1051,3,2017-01-04,2017-01-12
731,758,6,2017-01-02,2017-02-17
733,743,5,2017-01-02,2017-01-12
743,793,5,2017-01-02,2017-01-12
746,1029,4,2017-01-04,2017-01-17
747,1053,3,2017-01-04,2017-01-12
748,1033,3,2017-01-08,2017-02-25
749,755,5,2017-01-02,2017-01-12
757,783,3,2017-01-02,2017-01-08
758,1013,3,2017-01-04,2017-01-12
760,766,6,2017-01-02,2017-01-17
763,781,5,2017-01-02,2017-01-12
763,3447,3,2017-01-17,2017-01-29
774,795,6,2017-01-02,2017-02-17
774,811,3,2017-02-17,2017-02-27
774,1051,3,2017-01-04,2017-01-12
804,894,4,2017-01-02,2017-02-16
823,849,3,2017-01-02,2017-01-27
832,888,4,2017-01-02,2017-02-16
841,867,3,2017-01-02,2017-01-27
844,878,3,2017-01-02,2017-01-27
868,3794,3,2017-01-27,2017-02-19
889,895,3,2017-01-02,2017-01-27
901,962,3,2017-01-02,2017-02-04
912,1309,3,2017-02-13,2017-02-21
920,2236,3,2017-02-13,2017-02-21
933,4088,3,2017-02-07,2017-02-26
940,967,4,2017-01-02,2017-02-20
947,965,4,2017-01-02,2017-02-05
968,1362,4,2017-01-24,2017-02-10
984,2935,3,2017-02-13,2017-02-26
1001,3151,3,2017-01-23,2017-01-31
1028,1384,3,2017-02-15,2017-02-26
1050,1052,3,2017-01-02,2017-01-08
1051,1056,5,2017-01-02,2017-01-12
1056,3446,5,2017-01-17,2017-02-23
1165,1424,3,2017-01-20,2017-02-10
1203,1297,3,2017-01-03,2017-01-24
1228,1544,4,2017-01-13,2017-02-03
1247,1576,4,2017-01-13,2017-02-03
1251,4607,3,2017-02-04,2017-02-27
1263,4200,3,2017-02-12,2017-02-24
1321,3554,3,2017-02-13,2017-02-21
1337,4025,4,2017-02-07,2017-03-01
1432,1484,5,2017-01-04,2017-02-10
1432,2857,4,2017-02-02,2017-02-10
1445,4197,3,2017-02-15,2017-03-01
1465,2968,3,2017-02-04,2017-02-10
1484,2867,6,2017-02-02,2017-03-01
1484,4011,4,2017-02-07,2017-03-01
1498,1891,3,2017-01-20,2017-02-27
1503,2570,5,2017-01-26,2017-02-19
1533,1571,3,2017-01-07,2017-02-23
1537,1569,3,2017-01-07,2017-01-22
1560,1594,3,2017-01-07,2017-02-23
1607,1674,3,2017-01-07,2017-01-22
1652,1677,4,2017-01-07,2017-02-14
1693,3104,4,2017-01-21,2017-02-03
1902,1957,3,2017-01-08,2017-01-14
1902,1970,3,2017-01-08,2017-01-14
1904,1967,4,2017-01-08,2017-02-13
1907,1930,3,2017-01-08,2017-01-14
1908,1974,3,2017-01-08,2017-01-14
1909,1973,3,2017-01-08,2017-01-14
1911,1978,3,2017-01-08,2017-01-14
1912,1981,3,2017-01-08,2017-01-14
1913,1997,4,2017-01-08,2017-02-13
1915,1947,3,2017-01-08,2017-01-14
1915,1959,3,2017-01-08,2017-01-14
1915,1969,3,2017-01-08,2017-01-14
1921,1947,3,2017-01-08,2017-01-14
1921,1950,3,2017-01-08,2017-01-14
1921,1991,3,2017-01-08,2017-01-14
1922,1999,3,2017-01-08,2017-01-14
1923,1942,5,2017-01-08,2017-02-19
1934,1953,3,2017-01-08,2017-01-14
1935,1967,3,2017-01-08,2017-01-14
1938,1987,4,2017-01-08,2017-02-13
1939,1977,3,2017-01-08,2017-01-14
1940,1986,3,2017-01-08,2017-01-14
1945,1957,3,2017-01-08,2017-01-14
1946,1990,3,2017-01-08,2017-01-14
1947,1970,6,2017-01-08,2017-02-27
1948,1964,3,2017-01-08,2017-01-14
1951,1964,3,2017-01-08,2017-01-14
1953,1980,3,2017-01-08,2017-01-14
1958,1962,3,2017-01-08,2017-01-14
1960,1965,3,2017-01-08,2017-01-14
1963,1979,3,2017-01-08,2017-01-14
1964,1997,3,2017-01-08,2017-01-14
1965,1983,3,2017-01-08,2017-01-14
1967,1998,3,2017-01-08,2017-01-14
1972,1995,3,2017-01-08,2017-01-14
1976,1980,3,2017-01-08,2017-01-14
1997,1999,3,2017-01-08,2017-01-14
2042,2079,3,2017-01-09,2017-01-29
2103,2149,3,2017-01-09,2017-01-25
2113,2127,3,2017-01-09,2017-01-25
2114,2188,4,2017-01-09,2017-01-17
2125,2151,3,2017-01-09,2017-01-20
2129,2163,4,2017-01-09,2017-01-17
2130,2179,4,2017-01-09,2017-01-17
2132,2153,3,2017-01-09,2017-01-20
2139,2198,3,2017-01-09,2017-01-25
2143,2198,3,2017-01-09,2017-01-25
2145,4082,3,2017-02-06,2017-02-27
2155,2189,4,2017-01-09,2017-01-17
2162,2168,4,2017-01-09,2017-01-17
2173,2190,4,2017-01-09,2017-01-17
2175,3444,3,2017-01-23,2017-01-31
2177,2198,4,2017-01-09,2017-02-15
2183,2199,6,2017-01-09,2017-01-31
2201,2216,3,2017-01-09,2017-01-22
2209,2229,3,2017-01-09,2017-01-22
2210,2294,3,2017-01-09,2017-01-22
2223,2295,7,2017-01-09,2017-02-26
2223,2467,3,2017-02-13,2017-02-21
2224,2248,3,2017-01-09,2017-01-22
2228,2274,4,2017-01-09,2017-02-28
2243,2289,3,2017-01-09,2017-01-22
2246,2299,6,2017-01-09,2017-02-17
2250,2259,3,2017-01-09,2017-01-22
2252,3556,3,2017-01-22,2017-02-11
2258,2274,4,2017-01-09,2017-02-28
2261,2281,4,2017-01-09,2017-02-13
2266,2291,3,2017-01-09,2017-01-28
2270,2292,3,2017-01-09,2017-01-22
2271,2295,3,2017-01-09,2017-01-28
2405,3502,3,2017-02-13,2017-02-21
2410,2441,3,2017-01-09,2017-01-29
2410,2447,4,2017-01-09,2017-02-13
2437,2441,6,2017-01-09,2017-02-21
2442,2456,3,2017-01-09,2017-02-23
2460,2497,3,2017-01-09,2017-01-29
2469,2500,4,2017-01-09,2017-02-13
2504,2573,3,2017-01-10,2017-02-17
2504,2574,3,2017-01-10,2017-02-17
2531,3169,3,2017-01-24,2017-02-03
2538,2565,3,2017-01-10,2017-01-24
2624,2643,3,2017-01-10,2017-01-25
2645,2646,3,2017-01-10,2017-02-23
2655,3931,3,2017-01-22,2017-02-03
2743,4331,3,2017-02-20,2017-02-25
2755,2768,3,2017-01-10,2017-02-19
2759,4025,4,2017-02-07,2017-03-01
2769,4376,3,2017-02-20,2017-02-25
2789,4066,4,2017-02-07,2017-03-01
2857,2959,3,2017-02-04,2017-02-10
2868,2887,3,2017-01-10,2017-01-24
2924,3624,3,2017-02-13,2017-02-21
2930,2944,3,2017-01-10,2017-02-15
2963,3509,4,2017-02-13,2017-02-26
2963,3547,3,2017-02-13,2017-02-21
2977,3654,4,2017-02-13,2017-02-23
2988,4032,3,2017-02-20,2017-02-25
3039,3084,3,2017-01-10,2017-01-22
3065,3076,3,2017-01-10,2017-01-22
3135,3177,4,2017-01-11,2017-02-06
3135,3285,3,2017-02-06,2017-02-27
3136,3168,3,2017-01-11,2017-01-17
3151,3172,4,2017-01-11,2017-01-29
3360,3367,5,2017-01-13,2017-02-23
3405,3491,5,2017-01-13,2017-01-31
3407,3468,3,2017-01-13,2017-02-19
3408,5148,3,2017-02-17,2017-02-27
3419,3465,3,2017-01-13,2017-02-19
3424,3464,3,2017-01-13,2017-02-28
3440,3471,5,2017-01-13,2017-01-31
3577,3578,5,2017-01-15,2017-02-21
3578,3603,3,2017-02-13,2017-02-21
3579,3600,4,2017-01-15,2017-02-11
3582,3598,5,2017-01-15,2017-02-26
3600,4469,3,2017-02-10,2017-02-17
3712,3735,3,2017-01-19,2017-02-16
3723,3754,3,2017-01-19,2017-02-16
3739,3776,4,2017-01-19,2017-02-19
3881,4569,3,2017-02-02,2017-02-27
3906,3908,4,2017-01-19,2017-02-03
4010,4061,4,2017-01-20,2017-02-23
4015,4036,3,2017-01-20,2017-01-29
4020,4022,5,2017-01-20,2017-02-25
4020,4398,5,2017-01-28,2017-02-25
4027,4056,3,2017-01-20,2017-01-29
4042,4057,3,2017-01-20,2017-01-31
4042,4353,5,2017-01-31,2017-03-01
4073,4085,3,2017-01-20,2017-02-06
4084,4331,4,2017-01-31,2017-02-25
4208,4287,3,2017-01-22,2017-02-24
4217,4229,3,2017-01-22,2017-02-24
4217,4241,3,2017-01-22,2017-02-24
4271,4294,3,2017-01-22,2017-02-24
4311,4355,3,2017-01-24,2017-01-29
4314,4393,3,2017-01-24,2017-01-29
4319,4347,3,2017-01-24,2017-01-29
4324,4331,3,2017-01-24,2017-02-20
4324,4384,3,2017-01-24,2017-02-20
4331,4389,3,2017-01-24,2017-02-20
4340,4377,5,2017-01-24,2017-02-25
4344,4377,5,2017-01-24,2017-02-25
4356,4363,3,2017-01-24,2017-01-29
4363,4381,3,2017-01-24,2017-01-29
4390,4400,3,2017-01-24,2017-01-29
4405,4466,4,2017-01-29,2017-02-17
4405,4469,4,2017-01-29,2017-02-17
4559,4564,3,2017-01-29,2017-02-15
4575,5319,3,2017-02-14,2017-02-24
4608,4609,3,2017-02-02,2017-02-07
4631,4697,3,2017-02-02,2017-02-26
4903,4969,3,2017-02-09,2017-02-28
4946,4972,3,2017-02-09,2017-02-28
5048,5075,3,2017-02-12,2017-02-24
5306,5395,3,2017-02-13,2017-02-27
5342,5376,3,2017-02-13,2017-02-27
5352,5376,3,2017-02-13,2017-02-27
5361,5366,3,2017-02-13,2017-02-27
5409,5429,3,2017-02-17,2017-03-01
5426,5491,3,2017-02-17,2017-03-01
5429,5471,3,2017-02-17,2017-03-01
5439,5440,3,2017-02-17,2017-03-01
5440,5468,3,2017-02-17,2017-03-01
50,61,3,2017-01-01,2017-02-06
211,243,3,2017-01-01,2017-01-17
215,243,4,2017-01-01,2017-01-21
219,284,4,2017-01-01,2017-02-13
223,693,3,2017-01-13,2017-02-01
230,299,3,2017-01-01,2017-01-17
244,3188,4,2017-01-20,2017-01-31
248,2510,4,2017-01-21,2017-02-03
255,275,7,2017-01-01,2017-02-03
255,2573,5,2017-01-21,2017-02-10
272,368,3,2017-01-23,2017-01-31
281,628,3,2017-01-20,2017-01-29
281,1095,3,2017-01-23,2017-01-31
289,3172,3,2017-01-20,2017-01-29
292,3182,4,2017-01-20,2017-01-31
299,440,3,2017-01-24,2017-02-03
312,393,3,2017-01-01,2017-01-08
313,374,5,2017-01-01,2017-01-12
330,1007,4,2017-01-03,2017-01-12
330,1026,4,2017-01-03,2017-01-12
331,4405,3,2017-02-10,2017-02-17
332,1093,3,2017-01-04,2017-02-19
334,760,4,2017-01-04,2017-01-17
343,1211,3,2017-01-05,2017-01-25
349,353,3,2017-01-01,2017-01-22
360,703,3,2017-01-04,2017-01-12
362,1035,4,2017-01-03,2017-01-12
362,1057,5,2017-01-03,2017-01-17
366,772,6,2017-01-04,2017-01-29
367,383,3,2017-01-01,2017-01-08
374,1013,5,2017-01-03,2017-01-17
374,1056,7,2017-01-03,2017-01-29
376,724,3,2017-01-04,2017-01-12
381,740,3,2017-01-04,2017-01-12
382,758,4,2017-01-04,2017-02-17
385,773,4,2017-01-04,2017-02-17
388,1252,3,2017-01-05,2017-02-23
400,1238,3,2017-01-05,2017-01-25
440,2586,3,2017-01-24,2017-02-03
443,1693,4,2017-01-21,2017-02-03
522,556,3,2017-01-02,2017-01-20
523,578,3,2017-01-02,2017-01-20
528,554,3,2017-01-02,2017-01-20
536,588,3,2017-01-02,2017-01-20
544,575,3,2017-01-02,2017-01-20
570,592,3,2017-01-02,2017-01-20
602,2153,3,2017-01-20,2017-01-29
607,688,3,2017-01-02,2017-01-17
611,613,3,2017-01-02,2017-01-17
611,693,3,2017-01-02,2017-01-17
645,2592,3,2017-01-21,2017-02-17
662,3329,3,2017-02-06,2017-02-23
663,666,3,2017-01-02,2017-01-17
681,3199,3,2017-01-13,2017-01-24
684,3137,3,2017-01-13,2017-01-21
703,1072,3,2017-01-04,2017-01-12
714,787,3,2017-01-02,2017-01-08
719,771,5,2017-01-02,2017-01-12
722,767,3,2017-01-02,2017-01-08
731,755,5,2017-01-02,2017-01-12
746,3198,3,2017-01-23,2017-01-31
748,776,3,2017-01-02,2017-01-08
751,1053,7,2017-01-04,2017-01-31
754,756,3,2017-01-02,2017-01-08
755,1002,3,2017-01-04,2017-01-12
759,1007,3,2017-01-04,2017-01-12
773,5136,3,2017-02-17,2017-02-26
786,1035,4,2017-01-04,2017-02-17
797,1013,5,2017-01-04,2017-02-19
810,822,3,2017-01-02,2017-01-27
844,865,3,2017-01-02,2017-01-27
870,884,3,2017-01-02,2017-01-27
874,899,3,2017-01-02,2017-01-27
910,913,3,2017-01-02,2017-02-04
918,1351,3,2017-01-25,2017-02-20
925,980,3,2017-01-02,2017-02-15
944,999,3,2017-01-02,2017-01-25
945,979,6,2017-01-02,2017-02-25
946,3635,3,2017-02-13,2017-02-21
946,3698,4,2017-02-13,2017-02-26
949,950,3,2017-01-02,2017-02-15
951,1367,4,2017-01-25,2017-02-10
969,986,3,2017-01-02,2017-01-25
975,2906,4,2017-01-25,2017-02-10
977,2223,3,2017-02-13,2017-02-21
988,3679,3,2017-02-13,2017-02-21
994,1482,3,2017-02-04,2017-02-10
1009,1078,3,2017-01-02,2017-01-13
1011,1041,3,2017-01-02,2017-01-08
1013,1031,7,2017-01-02,2017-02-19
1019,1055,3,2017-01-02,2017-01-08
1024,1223,3,2017-01-05,2017-01-22
1033,1097,3,2017-01-02,2017-01-08
1042,1539,3,2017-01-13,2017-01-31
1066,3914,3,2017-01-22,2017-02-03
1074,2867,5,2017-01-22,2017-02-10
1079,1083,3,2017-01-02,2017-01-10
1080,1090,3,2017-01-02,2017-01-08
1108,1197,3,2017-01-03,2017-02-05
1149,1803,3,2017-01-20,2017-02-10
1208,1289,3,2017-01-03,2017-01-21
1217,1225,3,2017-01-03,2017-01-10
1220,1240,4,2017-01-03,2017-02-02
1220,2561,3,2017-01-21,2017-02-02
1240,1288,4,2017-01-03,2017-01-22
1245,1286,3,2017-01-03,2017-01-10
1251,4690,3,2017-02-04,2017-02-27
1287,1587,5,2017-01-13,2017-02-28
1300,1542,3,2017-01-26,2017-02-28
1321,3547,4,2017-02-13,2017-02-23
1330,2660,3,2017-02-15,2017-02-23
1330,2996,3,2017-02-13,2017-02-21
1337,2906,4,2017-01-25,2017-02-10
1367,4346,3,2017-02-07,2017-02-26
1391,1465,3,2017-02-04,2017-02-10
1391,4371,3,2017-02-07,2017-02-26
1394,2959,4,2017-01-25,2017-02-10
1413,1450,3,2017-01-04,2017-02-18
1414,1463,4,2017-01-04,2017-02-13
1427,1842,3,2017-01-20,2017-02-27
1484,2789,6,2017-02-02,2017-03-01
1512,1536,3,2017-01-07,2017-02-23
1537,1542,3,2017-01-07,2017-01-22
1541,1597,3,2017-01-07,2017-02-27
1542,3930,3,2017-01-22,2017-02-03
1553,3949,3,2017-01-22,2017-02-23
1563,1590,3,2017-01-07,2017-01-25
1563,2628,3,2017-01-22,2017-02-17
